0.41468939185142517;124;74211;61.78109429999313;75;50;1024;0.00314288089084011
0.37653854489326477;30;67561;30.896988299995428;50;75;64;0.0022673986523780395
0.3866138756275177;44;127561;36.30210829999123;100;75;128;0.0011290133559092666
0.41340577602386475;140;127561;74.22833280000486;100;75;1024;0.002115429079726122
0.4745681583881378;200;49211;80.94112920000043;50;50;512;6.963114377829287e-05
0.5228968262672424;200;127561;133.71199419999903;100;75;128;1.667761543019792e-05
0.7258515357971191;200;104211;100.88992240000516;100;50;512;2.284455685002053e-05
0.385030061006546;133;74211;67.23484119999921;75;50;512;0.0003355151022721483
0.3913724720478058;40;49211;28.35096720000729;50;50;128;0.0025764174425233167
0.37373125553131104;134;95061;72.37808110000333;75;75;512;0.0003405978543532997
0.38027825951576233;62;120911;110.23828890000004;75;100;32;0.00018748927868679702
0.3828441798686981;27;67561;31.34579130000202;50;75;64;0.008282266144337426
0.38736802339553833;52;67561;50.84103189999587;50;75;64;0.0005012791395692934
0.3688262104988098;101;120911;101.57092899999407;75;100;64;0.00010224478830316175
0.40790507197380066;200;120911;120.63323910000327;75;100;256;6.973644818343359e-05
0.3985138237476349;76;120911;128.0869112000073;75;100;32;0.00011392126836777502
0.44066575169563293;200;120911;125.74649570000474;75;100;256;3.549982830199923e-05
0.38833045959472656;36;120911;41.72537360001297;75;100;64;0.0006279207838280482
0.4049975275993347;157;120911;87.15967970000929;75;100;512;0.00021886113103907606
0.5115881562232971;200;120911;197.09516170001007;75;100;64;1.051095090867494e-05
